2020-10-06 10:55:31,127 ERROR   :连接数据库失败：juparty-business
2020-10-06 14:21:37,588 INFO    :接口访问成功，url：http://10.113.248.196/api-party/v6/party/createWiseParty
2020-10-06 14:21:37,589 INFO    :请求头：{'device': 'ios', 'version': '1.2.9', 'device-product': '1', 'device-model': '1', 'device-os-ver': '1', 'Content-Type': 'application/json;charset=utf-8', 'token': '28b3585b99b74dbb8a95c6ab128483ec', 'auth': '28b3585b99b74dbb8a95c6ab128483ec'}
2020-10-06 14:21:37,589 INFO    :请求体：{"applyMicCoin": 0, "expectEndTime": 1601969900000, "expectStartTime": 1601966400000, "joinCoin": 0, "partyCategory": "[{\"categoryId\":26,\"title\":\"\u5b64\u72ec\u6cbb\u6108\u6240\"}]", "partyCover": "http://dingdong-yuming.yuming11.com/liveCover/560258/1601962713916.jpg", "partyType": 2, "serialNo": "1006125", "title": "\u81ea\u52a8\u521b\u5efa\u7684\u76f4\u64ad\u95f4"}
2020-10-06 14:21:37,589 INFO    :响应体：{'code': 6018, 'msg': '用户未实名认证', 'result': {}}
2020-10-06 14:21:37,603 INFO    :接口访问成功，url：http://10.113.248.196/api-party/v2/party/join/id
2020-10-06 14:21:37,603 INFO    :请求头：{'device': 'ios', 'version': '1.2.9', 'device-product': '1', 'device-model': '1', 'device-os-ver': '1', 'Content-Type': 'application/json;charset=utf-8', 'token': '28b3585b99b74dbb8a95c6ab128483ec', 'auth': '28b3585b99b74dbb8a95c6ab128483ec'}
2020-10-06 14:21:37,604 INFO    :请求体：{"partyId": null, "agreePay": 0}
2020-10-06 14:21:37,604 INFO    :响应体：{'code': 406, 'msg': '请输入酒局id', 'result': {}}
2020-10-06 14:21:37,618 INFO    :接口访问成功，url：http://10.113.248.196/api-party/v2/party/start
2020-10-06 14:21:37,618 INFO    :请求头：{'device': 'ios', 'version': '1.2.9', 'device-product': '1', 'device-model': '1', 'device-os-ver': '1', 'Content-Type': 'application/json;charset=utf-8', 'token': '28b3585b99b74dbb8a95c6ab128483ec', 'auth': '28b3585b99b74dbb8a95c6ab128483ec'}
2020-10-06 14:21:37,618 INFO    :请求体：{"partyId": null}
2020-10-06 14:21:37,619 INFO    :响应体：{'code': 406, 'msg': '请输入酒局id', 'result': {}}
2020-10-06 14:21:37,786 INFO    :接口访问成功，url：http://10.113.248.196/api-user/v1/user/login/phone
2020-10-06 14:21:37,786 INFO    :请求头：{'device': 'ios', 'version': '1.2.9', 'device-product': '1', 'device-model': '1', 'device-os-ver': '1', 'Content-Type': 'application/json;charset=utf-8', 'token': '28b3585b99b74dbb8a95c6ab128483ec', 'auth': '28b3585b99b74dbb8a95c6ab128483ec'}
2020-10-06 14:21:37,787 INFO    :请求体：{"phone": "15361899669", "smsCode": "123456", "deviceId": "tester_eden_15361899669"}
2020-10-06 14:21:37,787 INFO    :响应体：{'code': 200, 'msg': 'SUCCESS', 'result': {'rongToken': '8Eg7mp8i8K1F1zfaXqBGWyA7fFAWq+iKBbNVxcT6ZVw=@ucu5.cn.rongnav.com;ucu5.cn.rongcfg.com', 'gender': 0, 'level': 0, 'avatar': '', 'userId': 656802, 'userCode': 656802, 'token': 'b498bfdb63ee4e278e1927929f9752b9', 'phone': '15361899669', 'showFun': 1, 'nickname': '用户656802', 'age': 0, 'isRegister': 1, 'status': 0}}
2020-10-06 14:21:37,810 INFO    :接口访问成功，url：http://10.113.248.196/api-party/v1/party/create/init
2020-10-06 14:21:37,810 INFO    :请求头：{'device': 'ios', 'version': '1.2.9', 'device-product': '1', 'device-model': '1', 'device-os-ver': '1', 'Content-Type': 'application/json;charset=utf-8', 'token': 'b498bfdb63ee4e278e1927929f9752b9', 'auth': 'b498bfdb63ee4e278e1927929f9752b9'}
2020-10-06 14:21:37,811 INFO    :请求体：{}
2020-10-06 14:21:37,811 INFO    :响应体：{'code': 200, 'msg': 'SUCCESS', 'result': {'wines': [{'cfyId': 5, 'title': '黄酒', 'cover': 'https://shanju-yuming-test.yuming11.com/20200914/feca3c521bf3775bd79f4f522e773c7182d1c73e/60007fcb16064fce2f684d8be97e6f01.png', 'notice': '云医生提示您，饮用黄酒时切勿食用海鲜、柿子等食物一起食用，切勿与其他酒类混合饮用，饮用黄酒前切勿食用头孢类药品，请适量饮酒，有意身心健康~黄酒', 'isExchangeBase': 1, 'exchangeWeight': 1, 'sort': 0}, {'cfyId': 2, 'title': '啤酒', 'cover': 'https://shanju-yuming-test.yuming11.com/20200914/0b1dc1898e52ef13c47ebeed6a34192a4e1ec183/752bc4b423581249b9de8cd74e661ecf.png', 'notice': '云医生提示您，饮用啤酒时切勿食用海鲜，胡萝卜，切勿与其他酒类混合饮用，饮用啤酒之前切勿食用头孢类药品，请适量饮酒，有意身心健康~啤酒', 'isExchangeBase': 0, 'exchangeWeight': 1, 'sort': 0}, {'cfyId': 1, 'title': '白酒', 'cover': 'https://shanju-yuming-test.yuming11.com/20200914/c74931e0739859c69fe029736ca1c60c7fb7799a/6aae27e58740398c4657e076db14efde.png', 'notice': '云医生提示您，饮用白酒时切勿食用海鲜，胡萝卜，切勿与其他酒类混合饮用，饮用白酒之前切勿食用头孢类药品，请适量饮酒，有意身心健康~白酒', 'isExchangeBase': 0, 'exchangeWeight': 1, 'sort': 0}, {'cfyId': 4, 'title': '洋酒', 'cover': 'https://shanju-yuming-test.yuming11.com/20200914/93397e58494e87617b491a6650ba8214f0475250/a7ad985f7baf305ba0c902f0088a0c31.png', 'notice': '云医生提示您，饮用洋酒时切勿食用海鲜、柿子等食物一起食用，切勿与其他酒类混合饮用，饮用洋酒前切勿食用头孢类药品，请适量饮酒，有益身心健康~洋酒', 'isExchangeBase': 0, 'exchangeWeight': 4, 'sort': 1}, {'cfyId': 3, 'title': '红酒', 'cover': 'https://shanju-yuming-test.yuming11.com/20200914/0b1065ab388c71796f500a31e2528f56ed48fb07/688b78495b1513360a88ae748f81e8ed.png', 'notice': '云医生提示您，饮用红酒时切勿食用海鲜，胡萝卜，切勿与其他酒类混合饮用，饮用红酒之前切勿食用头孢类药品，请适量饮酒，有意身心健康~红酒', 'isExchangeBase': 0, 'exchangeWeight': 3, 'sort': 4}], 'rules': [{'ruleId': 1, 'ruleContent': '酒局开始全体举杯 共饮3杯', 'sort': 0}, {'ruleId': 2, 'ruleContent': '酒局开始后迟到早退，自罚三杯', 'sort': 1}], 'serialNo': '1150237'}}
2020-10-06 14:21:37,832 INFO    :接口访问成功，url：http://10.113.248.196/api-party/v6/party/createWiseParty
2020-10-06 14:21:37,832 INFO    :请求头：{'device': 'ios', 'version': '1.2.9', 'device-product': '1', 'device-model': '1', 'device-os-ver': '1', 'Content-Type': 'application/json;charset=utf-8', 'token': 'b498bfdb63ee4e278e1927929f9752b9', 'auth': 'b498bfdb63ee4e278e1927929f9752b9'}
2020-10-06 14:21:37,833 INFO    :请求体：{"applyMicCoin": 0, "expectEndTime": 1601969900000, "expectStartTime": 1601966400000, "joinCoin": 0, "partyCategory": "[{\"categoryId\":26,\"title\":\"\u5b64\u72ec\u6cbb\u6108\u6240\"}]", "partyCover": "http://dingdong-yuming.yuming11.com/liveCover/560258/1601962713916.jpg", "partyType": 2, "serialNo": "1150237", "title": "\u81ea\u52a8\u521b\u5efa\u7684\u76f4\u64ad\u95f4"}
2020-10-06 14:21:37,834 INFO    :响应体：{'code': 6018, 'msg': '用户未实名认证', 'result': {}}
2020-10-06 14:21:37,850 INFO    :接口访问成功，url：http://10.113.248.196/api-party/v2/party/join/id
2020-10-06 14:21:37,850 INFO    :请求头：{'device': 'ios', 'version': '1.2.9', 'device-product': '1', 'device-model': '1', 'device-os-ver': '1', 'Content-Type': 'application/json;charset=utf-8', 'token': 'b498bfdb63ee4e278e1927929f9752b9', 'auth': 'b498bfdb63ee4e278e1927929f9752b9'}
2020-10-06 14:21:37,851 INFO    :请求体：{"partyId": null, "agreePay": 0}
2020-10-06 14:21:37,852 INFO    :响应体：{'code': 406, 'msg': '请输入酒局id', 'result': {}}
2020-10-06 14:21:37,869 INFO    :接口访问成功，url：http://10.113.248.196/api-party/v2/party/start
2020-10-06 14:21:37,869 INFO    :请求头：{'device': 'ios', 'version': '1.2.9', 'device-product': '1', 'device-model': '1', 'device-os-ver': '1', 'Content-Type': 'application/json;charset=utf-8', 'token': 'b498bfdb63ee4e278e1927929f9752b9', 'auth': 'b498bfdb63ee4e278e1927929f9752b9'}
2020-10-06 14:21:37,870 INFO    :请求体：{"partyId": null}
2020-10-06 14:21:37,870 INFO    :响应体：{'code': 406, 'msg': '请输入酒局id', 'result': {}}
2020-10-06 14:21:38,041 INFO    :接口访问成功，url：http://10.113.248.196/api-user/v1/user/login/phone
2020-10-06 14:21:38,041 INFO    :请求头：{'device': 'ios', 'version': '1.2.9', 'device-product': '1', 'device-model': '1', 'device-os-ver': '1', 'Content-Type': 'application/json;charset=utf-8', 'token': 'b498bfdb63ee4e278e1927929f9752b9', 'auth': 'b498bfdb63ee4e278e1927929f9752b9'}
2020-10-06 14:21:38,042 INFO    :请求体：{"phone": "15361899670", "smsCode": "123456", "deviceId": "tester_eden_15361899670"}
2020-10-06 14:21:38,042 INFO    :响应体：{'code': 200, 'msg': 'SUCCESS', 'result': {'rongToken': 'C9lXn3/hN48zimqAVz+gZCA7fFAWq+iKh6O7pnNI8Jo=@ucu5.cn.rongnav.com;ucu5.cn.rongcfg.com', 'gender': 0, 'level': 0, 'avatar': '', 'userId': 469206, 'userCode': 469206, 'token': 'ec7bbe5fb7dc4e2388b2e98038da9559', 'phone': '15361899670', 'showFun': 1, 'nickname': '用户469206', 'age': 0, 'isRegister': 1, 'status': 0}}
2020-10-06 14:21:38,063 INFO    :接口访问成功，url：http://10.113.248.196/api-party/v1/party/create/init
2020-10-06 14:21:38,063 INFO    :请求头：{'device': 'ios', 'version': '1.2.9', 'device-product': '1', 'device-model': '1', 'device-os-ver': '1', 'Content-Type': 'application/json;charset=utf-8', 'token': 'ec7bbe5fb7dc4e2388b2e98038da9559', 'auth': 'ec7bbe5fb7dc4e2388b2e98038da9559'}
2020-10-06 14:21:38,064 INFO    :请求体：{}
2020-10-06 14:21:38,064 INFO    :响应体：{'code': 200, 'msg': 'SUCCESS', 'result': {'wines': [{'cfyId': 5, 'title': '黄酒', 'cover': 'https://shanju-yuming-test.yuming11.com/20200914/feca3c521bf3775bd79f4f522e773c7182d1c73e/60007fcb16064fce2f684d8be97e6f01.png', 'notice': '云医生提示您，饮用黄酒时切勿食用海鲜、柿子等食物一起食用，切勿与其他酒类混合饮用，饮用黄酒前切勿食用头孢类药品，请适量饮酒，有意身心健康~黄酒', 'isExchangeBase': 1, 'exchangeWeight': 1, 'sort': 0}, {'cfyId': 2, 'title': '啤酒', 'cover': 'https://shanju-yuming-test.yuming11.com/20200914/0b1dc1898e52ef13c47ebeed6a34192a4e1ec183/752bc4b423581249b9de8cd74e661ecf.png', 'notice': '云医生提示您，饮用啤酒时切勿食用海鲜，胡萝卜，切勿与其他酒类混合饮用，饮用啤酒之前切勿食用头孢类药品，请适量饮酒，有意身心健康~啤酒', 'isExchangeBase': 0, 'exchangeWeight': 1, 'sort': 0}, {'cfyId': 1, 'title': '白酒', 'cover': 'https://shanju-yuming-test.yuming11.com/20200914/c74931e0739859c69fe029736ca1c60c7fb7799a/6aae27e58740398c4657e076db14efde.png', 'notice': '云医生提示您，饮用白酒时切勿食用海鲜，胡萝卜，切勿与其他酒类混合饮用，饮用白酒之前切勿食用头孢类药品，请适量饮酒，有意身心健康~白酒', 'isExchangeBase': 0, 'exchangeWeight': 1, 'sort': 0}, {'cfyId': 4, 'title': '洋酒', 'cover': 'https://shanju-yuming-test.yuming11.com/20200914/93397e58494e87617b491a6650ba8214f0475250/a7ad985f7baf305ba0c902f0088a0c31.png', 'notice': '云医生提示您，饮用洋酒时切勿食用海鲜、柿子等食物一起食用，切勿与其他酒类混合饮用，饮用洋酒前切勿食用头孢类药品，请适量饮酒，有益身心健康~洋酒', 'isExchangeBase': 0, 'exchangeWeight': 4, 'sort': 1}, {'cfyId': 3, 'title': '红酒', 'cover': 'https://shanju-yuming-test.yuming11.com/20200914/0b1065ab388c71796f500a31e2528f56ed48fb07/688b78495b1513360a88ae748f81e8ed.png', 'notice': '云医生提示您，饮用红酒时切勿食用海鲜，胡萝卜，切勿与其他酒类混合饮用，饮用红酒之前切勿食用头孢类药品，请适量饮酒，有意身心健康~红酒', 'isExchangeBase': 0, 'exchangeWeight': 3, 'sort': 4}], 'rules': [{'ruleId': 1, 'ruleContent': '酒局开始全体举杯 共饮3杯', 'sort': 0}, {'ruleId': 2, 'ruleContent': '酒局开始后迟到早退，自罚三杯', 'sort': 1}], 'serialNo': '1078914'}}
2020-10-06 14:21:38,085 INFO    :接口访问成功，url：http://10.113.248.196/api-party/v6/party/createWiseParty
2020-10-06 14:21:38,085 INFO    :请求头：{'device': 'ios', 'version': '1.2.9', 'device-product': '1', 'device-model': '1', 'device-os-ver': '1', 'Content-Type': 'application/json;charset=utf-8', 'token': 'ec7bbe5fb7dc4e2388b2e98038da9559', 'auth': 'ec7bbe5fb7dc4e2388b2e98038da9559'}
2020-10-06 14:21:38,086 INFO    :请求体：{"applyMicCoin": 0, "expectEndTime": 1601969900000, "expectStartTime": 1601966400000, "joinCoin": 0, "partyCategory": "[{\"categoryId\":26,\"title\":\"\u5b64\u72ec\u6cbb\u6108\u6240\"}]", "partyCover": "http://dingdong-yuming.yuming11.com/liveCover/560258/1601962713916.jpg", "partyType": 2, "serialNo": "1078914", "title": "\u81ea\u52a8\u521b\u5efa\u7684\u76f4\u64ad\u95f4"}
2020-10-06 14:21:38,086 INFO    :响应体：{'code': 6018, 'msg': '用户未实名认证', 'result': {}}
2020-10-06 14:21:38,101 INFO    :接口访问成功，url：http://10.113.248.196/api-party/v2/party/join/id
2020-10-06 14:21:38,101 INFO    :请求头：{'device': 'ios', 'version': '1.2.9', 'device-product': '1', 'device-model': '1', 'device-os-ver': '1', 'Content-Type': 'application/json;charset=utf-8', 'token': 'ec7bbe5fb7dc4e2388b2e98038da9559', 'auth': 'ec7bbe5fb7dc4e2388b2e98038da9559'}
2020-10-06 14:21:38,102 INFO    :请求体：{"partyId": null, "agreePay": 0}
2020-10-06 14:21:38,102 INFO    :响应体：{'code': 406, 'msg': '请输入酒局id', 'result': {}}
2020-10-06 14:21:38,131 INFO    :接口访问成功，url：http://10.113.248.196/api-party/v2/party/start
2020-10-06 14:21:38,131 INFO    :请求头：{'device': 'ios', 'version': '1.2.9', 'device-product': '1', 'device-model': '1', 'device-os-ver': '1', 'Content-Type': 'application/json;charset=utf-8', 'token': 'ec7bbe5fb7dc4e2388b2e98038da9559', 'auth': 'ec7bbe5fb7dc4e2388b2e98038da9559'}
2020-10-06 14:21:38,132 INFO    :请求体：{"partyId": null}
2020-10-06 14:21:38,132 INFO    :响应体：{'code': 406, 'msg': '请输入酒局id', 'result': {}}
2020-10-06 14:21:38,328 INFO    :接口访问成功，url：http://10.113.248.196/api-user/v1/user/login/phone
2020-10-06 14:21:38,329 INFO    :请求头：{'device': 'ios', 'version': '1.2.9', 'device-product': '1', 'device-model': '1', 'device-os-ver': '1', 'Content-Type': 'application/json;charset=utf-8', 'token': 'ec7bbe5fb7dc4e2388b2e98038da9559', 'auth': 'ec7bbe5fb7dc4e2388b2e98038da9559'}
2020-10-06 14:21:38,329 INFO    :请求体：{"phone": "15361899671", "smsCode": "123456", "deviceId": "tester_eden_15361899671"}
2020-10-06 14:21:38,329 INFO    :响应体：{'code': 200, 'msg': 'SUCCESS', 'result': {'rongToken': 'CGOOe3ZwZuvfIZsCe9HR6yA7fFAWq+iKdkal/zrLMJw=@ucu5.cn.rongnav.com;ucu5.cn.rongcfg.com', 'gender': 0, 'level': 0, 'avatar': '', 'userId': 459771, 'userCode': 459771, 'token': 'fbd49c9d6ed2471a921fecedfe636b5d', 'phone': '15361899671', 'showFun': 1, 'nickname': '用户459771', 'age': 0, 'isRegister': 1, 'status': 0}}
2020-10-06 14:21:38,350 INFO    :接口访问成功，url：http://10.113.248.196/api-party/v1/party/create/init
2020-10-06 14:21:38,351 INFO    :请求头：{'device': 'ios', 'version': '1.2.9', 'device-product': '1', 'device-model': '1', 'device-os-ver': '1', 'Content-Type': 'application/json;charset=utf-8', 'token': 'fbd49c9d6ed2471a921fecedfe636b5d', 'auth': 'fbd49c9d6ed2471a921fecedfe636b5d'}
2020-10-06 14:21:38,351 INFO    :请求体：{}
2020-10-06 14:21:38,351 INFO    :响应体：{'code': 200, 'msg': 'SUCCESS', 'result': {'wines': [{'cfyId': 5, 'title': '黄酒', 'cover': 'https://shanju-yuming-test.yuming11.com/20200914/feca3c521bf3775bd79f4f522e773c7182d1c73e/60007fcb16064fce2f684d8be97e6f01.png', 'notice': '云医生提示您，饮用黄酒时切勿食用海鲜、柿子等食物一起食用，切勿与其他酒类混合饮用，饮用黄酒前切勿食用头孢类药品，请适量饮酒，有意身心健康~黄酒', 'isExchangeBase': 1, 'exchangeWeight': 1, 'sort': 0}, {'cfyId': 2, 'title': '啤酒', 'cover': 'https://shanju-yuming-test.yuming11.com/20200914/0b1dc1898e52ef13c47ebeed6a34192a4e1ec183/752bc4b423581249b9de8cd74e661ecf.png', 'notice': '云医生提示您，饮用啤酒时切勿食用海鲜，胡萝卜，切勿与其他酒类混合饮用，饮用啤酒之前切勿食用头孢类药品，请适量饮酒，有意身心健康~啤酒', 'isExchangeBase': 0, 'exchangeWeight': 1, 'sort': 0}, {'cfyId': 1, 'title': '白酒', 'cover': 'https://shanju-yuming-test.yuming11.com/20200914/c74931e0739859c69fe029736ca1c60c7fb7799a/6aae27e58740398c4657e076db14efde.png', 'notice': '云医生提示您，饮用白酒时切勿食用海鲜，胡萝卜，切勿与其他酒类混合饮用，饮用白酒之前切勿食用头孢类药品，请适量饮酒，有意身心健康~白酒', 'isExchangeBase': 0, 'exchangeWeight': 1, 'sort': 0}, {'cfyId': 4, 'title': '洋酒', 'cover': 'https://shanju-yuming-test.yuming11.com/20200914/93397e58494e87617b491a6650ba8214f0475250/a7ad985f7baf305ba0c902f0088a0c31.png', 'notice': '云医生提示您，饮用洋酒时切勿食用海鲜、柿子等食物一起食用，切勿与其他酒类混合饮用，饮用洋酒前切勿食用头孢类药品，请适量饮酒，有益身心健康~洋酒', 'isExchangeBase': 0, 'exchangeWeight': 4, 'sort': 1}, {'cfyId': 3, 'title': '红酒', 'cover': 'https://shanju-yuming-test.yuming11.com/20200914/0b1065ab388c71796f500a31e2528f56ed48fb07/688b78495b1513360a88ae748f81e8ed.png', 'notice': '云医生提示您，饮用红酒时切勿食用海鲜，胡萝卜，切勿与其他酒类混合饮用，饮用红酒之前切勿食用头孢类药品，请适量饮酒，有意身心健康~红酒', 'isExchangeBase': 0, 'exchangeWeight': 3, 'sort': 4}], 'rules': [{'ruleId': 1, 'ruleContent': '酒局开始全体举杯 共饮3杯', 'sort': 0}, {'ruleId': 2, 'ruleContent': '酒局开始后迟到早退，自罚三杯', 'sort': 1}], 'serialNo': '1160021'}}
2020-10-06 14:21:38,372 INFO    :接口访问成功，url：http://10.113.248.196/api-party/v6/party/createWiseParty
2020-10-06 14:21:38,373 INFO    :请求头：{'device': 'ios', 'version': '1.2.9', 'device-product': '1', 'device-model': '1', 'device-os-ver': '1', 'Content-Type': 'application/json;charset=utf-8', 'token': 'fbd49c9d6ed2471a921fecedfe636b5d', 'auth': 'fbd49c9d6ed2471a921fecedfe636b5d'}
2020-10-06 14:21:38,373 INFO    :请求体：{"applyMicCoin": 0, "expectEndTime": 1601969900000, "expectStartTime": 1601966400000, "joinCoin": 0, "partyCategory": "[{\"categoryId\":26,\"title\":\"\u5b64\u72ec\u6cbb\u6108\u6240\"}]", "partyCover": "http://dingdong-yuming.yuming11.com/liveCover/560258/1601962713916.jpg", "partyType": 2, "serialNo": "1160021", "title": "\u81ea\u52a8\u521b\u5efa\u7684\u76f4\u64ad\u95f4"}
2020-10-06 14:21:38,373 INFO    :响应体：{'code': 6018, 'msg': '用户未实名认证', 'result': {}}
2020-10-06 14:21:38,388 INFO    :接口访问成功，url：http://10.113.248.196/api-party/v2/party/join/id
2020-10-06 14:21:38,389 INFO    :请求头：{'device': 'ios', 'version': '1.2.9', 'device-product': '1', 'device-model': '1', 'device-os-ver': '1', 'Content-Type': 'application/json;charset=utf-8', 'token': 'fbd49c9d6ed2471a921fecedfe636b5d', 'auth': 'fbd49c9d6ed2471a921fecedfe636b5d'}
2020-10-06 14:21:38,389 INFO    :请求体：{"partyId": null, "agreePay": 0}
2020-10-06 14:21:38,390 INFO    :响应体：{'code': 406, 'msg': '请输入酒局id', 'result': {}}
2020-10-06 14:21:38,403 INFO    :接口访问成功，url：http://10.113.248.196/api-party/v2/party/start
2020-10-06 14:21:38,404 INFO    :请求头：{'device': 'ios', 'version': '1.2.9', 'device-product': '1', 'device-model': '1', 'device-os-ver': '1', 'Content-Type': 'application/json;charset=utf-8', 'token': 'fbd49c9d6ed2471a921fecedfe636b5d', 'auth': 'fbd49c9d6ed2471a921fecedfe636b5d'}
2020-10-06 14:21:38,404 INFO    :请求体：{"partyId": null}
2020-10-06 14:21:38,404 INFO    :响应体：{'code': 406, 'msg': '请输入酒局id', 'result': {}}
2020-10-06 14:21:38,582 INFO    :接口访问成功，url：http://10.113.248.196/api-user/v1/user/login/phone
2020-10-06 14:21:38,582 INFO    :请求头：{'device': 'ios', 'version': '1.2.9', 'device-product': '1', 'device-model': '1', 'device-os-ver': '1', 'Content-Type': 'application/json;charset=utf-8', 'token': 'fbd49c9d6ed2471a921fecedfe636b5d', 'auth': 'fbd49c9d6ed2471a921fecedfe636b5d'}
2020-10-06 14:21:38,582 INFO    :请求体：{"phone": "15361899672", "smsCode": "123456", "deviceId": "tester_eden_15361899672"}
2020-10-06 14:21:38,583 INFO    :响应体：{'code': 200, 'msg': 'SUCCESS', 'result': {'rongToken': 'hd5cqkCSc9ICkcHow5IaDSA7fFAWq+iKiS7VZHw82KQ=@ucu5.cn.rongnav.com;ucu5.cn.rongcfg.com', 'gender': 0, 'level': 0, 'avatar': '', 'userId': 372370, 'userCode': 372370, 'token': '1c528b1ca97f4495a72f8376d967e710', 'phone': '15361899672', 'showFun': 1, 'nickname': '用户372370', 'age': 0, 'isRegister': 1, 'status': 0}}
2020-10-06 14:21:38,603 INFO    :接口访问成功，url：http://10.113.248.196/api-party/v1/party/create/init
2020-10-06 14:21:38,604 INFO    :请求头：{'device': 'ios', 'version': '1.2.9', 'device-product': '1', 'device-model': '1', 'device-os-ver': '1', 'Content-Type': 'application/json;charset=utf-8', 'token': '1c528b1ca97f4495a72f8376d967e710', 'auth': '1c528b1ca97f4495a72f8376d967e710'}
2020-10-06 14:21:38,604 INFO    :请求体：{}
2020-10-06 14:21:38,605 INFO    :响应体：{'code': 200, 'msg': 'SUCCESS', 'result': {'wines': [{'cfyId': 5, 'title': '黄酒', 'cover': 'https://shanju-yuming-test.yuming11.com/20200914/feca3c521bf3775bd79f4f522e773c7182d1c73e/60007fcb16064fce2f684d8be97e6f01.png', 'notice': '云医生提示您，饮用黄酒时切勿食用海鲜、柿子等食物一起食用，切勿与其他酒类混合饮用，饮用黄酒前切勿食用头孢类药品，请适量饮酒，有意身心健康~黄酒', 'isExchangeBase': 1, 'exchangeWeight': 1, 'sort': 0}, {'cfyId': 2, 'title': '啤酒', 'cover': 'https://shanju-yuming-test.yuming11.com/20200914/0b1dc1898e52ef13c47ebeed6a34192a4e1ec183/752bc4b423581249b9de8cd74e661ecf.png', 'notice': '云医生提示您，饮用啤酒时切勿食用海鲜，胡萝卜，切勿与其他酒类混合饮用，饮用啤酒之前切勿食用头孢类药品，请适量饮酒，有意身心健康~啤酒', 'isExchangeBase': 0, 'exchangeWeight': 1, 'sort': 0}, {'cfyId': 1, 'title': '白酒', 'cover': 'https://shanju-yuming-test.yuming11.com/20200914/c74931e0739859c69fe029736ca1c60c7fb7799a/6aae27e58740398c4657e076db14efde.png', 'notice': '云医生提示您，饮用白酒时切勿食用海鲜，胡萝卜，切勿与其他酒类混合饮用，饮用白酒之前切勿食用头孢类药品，请适量饮酒，有意身心健康~白酒', 'isExchangeBase': 0, 'exchangeWeight': 1, 'sort': 0}, {'cfyId': 4, 'title': '洋酒', 'cover': 'https://shanju-yuming-test.yuming11.com/20200914/93397e58494e87617b491a6650ba8214f0475250/a7ad985f7baf305ba0c902f0088a0c31.png', 'notice': '云医生提示您，饮用洋酒时切勿食用海鲜、柿子等食物一起食用，切勿与其他酒类混合饮用，饮用洋酒前切勿食用头孢类药品，请适量饮酒，有益身心健康~洋酒', 'isExchangeBase': 0, 'exchangeWeight': 4, 'sort': 1}, {'cfyId': 3, 'title': '红酒', 'cover': 'https://shanju-yuming-test.yuming11.com/20200914/0b1065ab388c71796f500a31e2528f56ed48fb07/688b78495b1513360a88ae748f81e8ed.png', 'notice': '云医生提示您，饮用红酒时切勿食用海鲜，胡萝卜，切勿与其他酒类混合饮用，饮用红酒之前切勿食用头孢类药品，请适量饮酒，有意身心健康~红酒', 'isExchangeBase': 0, 'exchangeWeight': 3, 'sort': 4}], 'rules': [{'ruleId': 1, 'ruleContent': '酒局开始全体举杯 共饮3杯', 'sort': 0}, {'ruleId': 2, 'ruleContent': '酒局开始后迟到早退，自罚三杯', 'sort': 1}], 'serialNo': '1021598'}}
2020-10-06 14:21:38,625 INFO    :接口访问成功，url：http://10.113.248.196/api-party/v6/party/createWiseParty
2020-10-06 14:21:38,626 INFO    :请求头：{'device': 'ios', 'version': '1.2.9', 'device-product': '1', 'device-model': '1', 'device-os-ver': '1', 'Content-Type': 'application/json;charset=utf-8', 'token': '1c528b1ca97f4495a72f8376d967e710', 'auth': '1c528b1ca97f4495a72f8376d967e710'}
2020-10-06 14:21:38,626 INFO    :请求体：{"applyMicCoin": 0, "expectEndTime": 1601969900000, "expectStartTime": 1601966400000, "joinCoin": 0, "partyCategory": "[{\"categoryId\":26,\"title\":\"\u5b64\u72ec\u6cbb\u6108\u6240\"}]", "partyCover": "http://dingdong-yuming.yuming11.com/liveCover/560258/1601962713916.jpg", "partyType": 2, "serialNo": "1021598", "title": "\u81ea\u52a8\u521b\u5efa\u7684\u76f4\u64ad\u95f4"}
2020-10-06 14:21:38,626 INFO    :响应体：{'code': 6018, 'msg': '用户未实名认证', 'result': {}}
2020-10-06 14:21:38,645 INFO    :接口访问成功，url：http://10.113.248.196/api-party/v2/party/join/id
2020-10-06 14:21:38,646 INFO    :请求头：{'device': 'ios', 'version': '1.2.9', 'device-product': '1', 'device-model': '1', 'device-os-ver': '1', 'Content-Type': 'application/json;charset=utf-8', 'token': '1c528b1ca97f4495a72f8376d967e710', 'auth': '1c528b1ca97f4495a72f8376d967e710'}
2020-10-06 14:21:38,646 INFO    :请求体：{"partyId": null, "agreePay": 0}
2020-10-06 14:21:38,646 INFO    :响应体：{'code': 406, 'msg': '请输入酒局id', 'result': {}}
2020-10-06 14:21:38,663 INFO    :接口访问成功，url：http://10.113.248.196/api-party/v2/party/start
2020-10-06 14:21:38,663 INFO    :请求头：{'device': 'ios', 'version': '1.2.9', 'device-product': '1', 'device-model': '1', 'device-os-ver': '1', 'Content-Type': 'application/json;charset=utf-8', 'token': '1c528b1ca97f4495a72f8376d967e710', 'auth': '1c528b1ca97f4495a72f8376d967e710'}
2020-10-06 14:21:38,664 INFO    :请求体：{"partyId": null}
2020-10-06 14:21:38,664 INFO    :响应体：{'code': 406, 'msg': '请输入酒局id', 'result': {}}
2020-10-06 14:21:38,835 INFO    :接口访问成功，url：http://10.113.248.196/api-user/v1/user/login/phone
